Date,Open,High,Low,Close,Adj Close,Volume
2024-06-21 00:00:00+00:00,127.12000274658203,130.6300048828125,124.30000305175781,126.56999969482422,126.55917358398438,655484700
2024-06-24 00:00:00+00:00,123.23999786376953,124.45999908447266,118.04000091552734,118.11000061035156,118.09989929199219,476060900
2024-06-25 00:00:00+00:00,121.19999694824219,126.5,119.31999969482422,126.08999633789062,126.07920837402344,425787500
2024-06-26 00:00:00+00:00,126.12999725341797,128.1199951171875,122.5999984741211,126.4000015258789,126.38919067382812,362975900
2024-06-27 00:00:00+00:00,124.0999984741211,126.41000366210938,122.91999816894531,123.98999786376953,123.9793930053711,252571700
2024-06-28 00:00:00+00:00,124.58000183105469,127.70999908447266,122.75,123.54000091552734,123.52943420410156,315516700
2024-07-01 00:00:00+00:00,123.47000122070312,124.83999633789062,118.83000183105469,124.30000305175781,124.28936767578125,284885500
2024-07-02 00:00:00+00:00,121.12999725341797,123.41000366210938,121.02999877929688,122.66999816894531,122.65950775146484,218374000
2024-07-03 00:00:00+00:00,121.66000366210938,128.27999877929688,121.36000061035156,128.27999877929688,128.26902770996094,215749000
2024-07-05 00:00:00+00:00,127.37999725341797,128.85000610351562,125.68000030517578,125.83000183105469,125.8192367553711,214176700
2024-07-08 00:00:00+00:00,127.48999786376953,130.77000427246094,127.04000091552734,128.1999969482422,128.18902587890625,237677300
2024-07-09 00:00:00+00:00,130.35000610351562,133.82000732421875,128.64999389648438,131.3800048828125,131.3687744140625,285366600
2024-07-10 00:00:00+00:00,134.02999877929688,135.10000610351562,132.4199981689453,134.91000366210938,134.89846801757812,248978600
2024-07-11 00:00:00+00:00,135.75,136.14999389648438,127.05000305175781,127.4000015258789,127.38910675048828,374782700
2024-07-12 00:00:00+00:00,128.25999450683594,131.9199981689453,127.22000122070312,129.24000549316406,129.2289581298828,252680500
2024-07-15 00:00:00+00:00,130.55999755859375,131.38999938964844,127.18000030517578,128.44000244140625,128.42901611328125,208326200
2024-07-16 00:00:00+00:00,128.44000244140625,129.0399932861328,124.58000183105469,126.36000061035156,126.34918975830078,214769500
2024-07-17 00:00:00+00:00,121.3499984741211,121.8499984741211,116.72000122070312,117.98999786376953,117.97990417480469,390086200
2024-07-18 00:00:00+00:00,121.8499984741211,122.4000015258789,116.55999755859375,121.08999633789062,121.07963562011719,320979500
2024-07-19 00:00:00+00:00,120.3499984741211,121.5999984741211,117.37000274658203,117.93000030517578,117.91991424560547,217223800
2024-07-22 00:00:00+00:00,120.3499984741211,124.06999969482422,119.86000061035156,123.54000091552734,123.52943420410156,258068900
2024-07-23 00:00:00+00:00,122.77999877929688,124.69000244140625,122.0999984741211,122.58999633789062,122.57951354980469,173911000
2024-07-24 00:00:00+00:00,119.16999816894531,119.94999694824219,113.44000244140625,114.25,114.24022674560547,327776900
2024-07-25 00:00:00+00:00,113.04000091552734,116.62999725341797,106.30000305175781,112.27999877929688,112.27039337158203,460067000
2024-07-26 00:00:00+00:00,116.19000244140625,116.19999694824219,111.58000183105469,113.05999755859375,113.05032348632812,293399100
2024-07-29 00:00:00+00:00,113.69000244140625,116.27999877929688,111.30000305175781,111.58999633789062,111.58045196533203,248152100
2024-07-30 00:00:00+00:00,111.5199966430664,111.98999786376953,102.54000091552734,103.7300033569336,103.72113037109375,486833300
2024-07-31 00:00:00+00:00,112.9000015258789,118.33999633789062,110.87999725341797,117.0199966430664,117.0099868774414,473174200
2024-08-01 00:00:00+00:00,117.52999877929688,120.16000366210938,106.80999755859375,109.20999908447266,109.2006607055664,523462300
2024-08-02 00:00:00+00:00,103.76000213623047,108.72000122070312,101.37000274658203,107.2699966430664,107.26081848144531,482027500
2024-08-05 00:00:00+00:00,92.05999755859375,103.41000366210938,90.69000244140625,100.44999694824219,100.44140625,552842400
2024-08-06 00:00:00+00:00,103.83999633789062,107.70999908447266,100.55000305175781,104.25,104.24108123779297,409012100
2024-08-07 00:00:00+00:00,107.80999755859375,108.80000305175781,98.69000244140625,98.91000366210938,98.90154266357422,411440400
2024-08-08 00:00:00+00:00,102.0,105.5,97.5199966430664,104.97000122070312,104.96102142333984,391910000
2024-08-09 00:00:00+00:00,105.63999938964844,106.5999984741211,103.43000030517578,104.75,104.74104309082031,290844200
2024-08-12 00:00:00+00:00,106.31999969482422,111.06999969482422,106.26000213623047,109.0199966430664,109.01067352294922,325559900
2024-08-13 00:00:00+00:00,112.44000244140625,116.2300033569336,111.58000183105469,116.13999938964844,116.13006591796875,312646700
2024-08-14 00:00:00+00:00,118.52999877929688,118.5999984741211,114.06999969482422,118.08000183105469,118.06990051269531,339246400
2024-08-15 00:00:00+00:00,118.76000213623047,123.23999786376953,117.47000122070312,122.86000061035156,122.84949493408203,318086700
2024-08-16 00:00:00+00:00,121.94000244140625,125.0,121.18000030517578,124.58000183105469,124.56934356689453,302589900
2024-08-19 00:00:00+00:00,124.27999877929688,130.0,123.41999816894531,130.0,129.98887634277344,318333600
2024-08-20 00:00:00+00:00,128.39999389648438,129.8800048828125,125.88999938964844,127.25,127.2391128540039,300087400
2024-08-21 00:00:00+00:00,127.31999969482422,129.35000610351562,126.66000366210938,128.5,128.489013671875,257883600
2024-08-22 00:00:00+00:00,130.02000427246094,130.75,123.0999984741211,123.73999786376953,123.72941589355469,376189100
2024-08-23 00:00:00+00:00,125.86000061035156,129.60000610351562,125.22000122070312,129.3699951171875,129.3589324951172,323230300
2024-08-26 00:00:00+00:00,129.57000732421875,131.25999450683594,124.37000274658203,126.45999908447266,126.44918060302734,331964700
2024-08-27 00:00:00+00:00,125.05000305175781,129.1999969482422,123.87999725341797,128.3000030517578,128.28903198242188,303134600
2024-08-28 00:00:00+00:00,128.1199951171875,128.3300018310547,122.63999938964844,125.61000061035156,125.59925842285156,448101100
2024-08-29 00:00:00+00:00,121.36000061035156,124.43000030517578,116.70999908447266,117.58999633789062,117.57994079589844,453023300
2024-08-30 00:00:00+00:00,119.52999877929688,121.75,117.22000122070312,119.37000274658203,119.35979461669922,333751600
2024-09-03 00:00:00+00:00,116.01000213623047,116.20999908447266,107.29000091552734,108.0,107.99076080322266,477155100
2024-09-04 00:00:00+00:00,105.41000366210938,113.2699966430664,104.12000274658203,106.20999908447266,106.20091247558594,372470300
2024-09-05 00:00:00+00:00,104.98999786376953,109.6500015258789,104.76000213623047,107.20999908447266,107.2008285522461,306850700
2024-09-06 00:00:00+00:00,108.04000091552734,108.1500015258789,100.94999694824219,102.83000183105469,102.82120513916016,413638100
2024-09-09 00:00:00+00:00,104.87999725341797,106.55000305175781,103.69000244140625,106.47000122070312,106.46089172363281,273912000
2024-09-10 00:00:00+00:00,107.80999755859375,109.4000015258789,104.94999694824219,108.0999984741211,108.09075164794922,268283700
2024-09-11 00:00:00+00:00,109.38999938964844,117.19000244140625,107.41999816894531,116.91000366210938,116.9000015258789,441422400
2024-09-12 00:00:00+00:00,116.83999633789062,120.79000091552734,115.37999725341797,119.13999938964844,119.13999938964844,367100500
2024-09-13 00:00:00+00:00,119.08000183105469,119.95999908447266,117.5999984741211,119.0999984741211,119.0999984741211,238358300
2024-09-16 00:00:00+00:00,116.79000091552734,118.18000030517578,114.36000061035156,116.77999877929688,116.77999877929688,248772300
2024-09-17 00:00:00+00:00,118.16999816894531,118.80000305175781,114.83000183105469,115.58999633789062,115.58999633789062,231925900
2024-09-18 00:00:00+00:00,115.88999938964844,117.69999694824219,113.22000122070312,113.37000274658203,113.37000274658203,310318900
2024-09-19 00:00:00+00:00,117.3499984741211,119.66000366210938,117.25,117.87000274658203,117.87000274658203,293506400
2024-09-20 00:00:00+00:00,117.05999755859375,118.62000274658203,115.38999938964844,116.0,116.0,382462400
2024-09-23 00:00:00+00:00,116.55000305175781,116.98999786376953,114.86000061035156,116.26000213623047,116.26000213623047,206228500
2024-09-24 00:00:00+00:00,116.5199966430664,121.80000305175781,115.37999725341797,120.87000274658203,120.87000274658203,354966800
2024-09-25 00:00:00+00:00,122.0199966430664,124.94000244140625,121.61000061035156,123.51000213623047,123.51000213623047,284692900
2024-09-26 00:00:00+00:00,126.80000305175781,127.66999816894531,121.80000305175781,124.04000091552734,124.04000091552734,302582900
2024-09-27 00:00:00+00:00,123.97000122070312,124.02999877929688,119.26000213623047,121.4000015258789,121.4000015258789,271009200
2024-09-30 00:00:00+00:00,118.30999755859375,121.5,118.1500015258789,121.44000244140625,121.44000244140625,226553700
2024-10-01 00:00:00+00:00,121.7699966430664,122.44000244140625,115.79000091552734,117.0,117.0,302094500
2024-10-02 00:00:00+00:00,116.44000244140625,119.37999725341797,115.13999938964844,118.8499984741211,118.8499984741211,221845900
2024-10-03 00:00:00+00:00,120.91999816894531,124.36000061035156,120.33999633789062,122.8499984741211,122.8499984741211,277118000
2024-10-04 00:00:00+00:00,124.94000244140625,125.04000091552734,121.83000183105469,124.91999816894531,124.91999816894531,243678100
2024-10-07 00:00:00+00:00,124.98999786376953,130.63999938964844,124.94999694824219,127.72000122070312,127.72000122070312,346250200
2024-10-08 00:00:00+00:00,130.25999450683594,133.47999572753906,129.4199981689453,132.88999938964844,132.88999938964844,285722500
2024-10-09 00:00:00+00:00,134.11000061035156,134.52000427246094,131.3800048828125,132.64999389648438,132.64999389648438,246191600
2024-10-10 00:00:00+00:00,131.91000366210938,135.0,131.0,134.80999755859375,134.80999755859375,242311300
2024-10-11 00:00:00+00:00,134.00999450683594,135.77999877929688,133.66000366210938,134.8000030517578,134.8000030517578,170209500
2024-10-14 00:00:00+00:00,136.47000122070312,139.60000610351562,136.3000030517578,138.07000732421875,138.07000732421875,232347700
2024-10-15 00:00:00+00:00,137.8699951171875,138.57000732421875,128.74000549316406,131.60000610351562,131.60000610351562,377831000
2024-10-16 00:00:00+00:00,133.97999572753906,136.6199951171875,131.5800018310547,135.72000122070312,135.72000122070312,264879700
2024-10-17 00:00:00+00:00,139.33999633789062,140.88999938964844,136.8699951171875,136.92999267578125,136.92999267578125,306435900
2024-10-18 00:00:00+00:00,138.6699981689453,138.89999389648438,137.27999877929688,138.0,138.0,176090200
2024-10-21 00:00:00+00:00,138.1300048828125,143.7100067138672,138.0,143.7100067138672,143.7100067138672,264554500
2024-10-22 00:00:00+00:00,142.91000366210938,144.4199981689453,141.77999877929688,143.58999633789062,143.58999633789062,226311600
2024-10-23 00:00:00+00:00,142.02999877929688,142.42999267578125,137.4600067138672,139.55999755859375,139.55999755859375,285930000
2024-10-24 00:00:00+00:00,140.82000732421875,141.35000610351562,138.4600067138672,140.41000366210938,140.41000366210938,172354900
2024-10-25 00:00:00+00:00,140.92999267578125,144.1300048828125,140.8000030517578,141.5399932861328,141.5399932861328,205122100
2024-10-28 00:00:00+00:00,143.0,143.13999938964844,140.0500030517578,140.52000427246094,140.52000427246094,173586700
2024-10-29 00:00:00+00:00,140.2899932861328,142.25999450683594,138.89999389648438,141.25,141.25,157593600
2024-10-30 00:00:00+00:00,139.5399932861328,140.3300018310547,136.80999755859375,139.33999633789062,139.33999633789062,179418100
2024-10-31 00:00:00+00:00,137.60000610351562,137.61000061035156,132.11000061035156,132.75999450683594,132.75999450683594,270039600
2024-11-01 00:00:00+00:00,134.6999969482422,137.30999755859375,134.57000732421875,135.39999389648438,135.39999389648438,207127800
2024-11-04 00:00:00+00:00,137.2100067138672,138.9600067138672,135.57000732421875,136.0500030517578,136.0500030517578,187528200
2024-11-05 00:00:00+00:00,137.4499969482422,140.3699951171875,137.3300018310547,139.91000366210938,139.91000366210938,160537400
2024-11-06 00:00:00+00:00,142.9600067138672,146.49000549316406,141.9600067138672,145.61000061035156,145.61000061035156,242043900
2024-11-07 00:00:00+00:00,146.38999938964844,148.92999267578125,146.1699981689453,148.8800048828125,148.8800048828125,207323300
2024-11-08 00:00:00+00:00,148.77000427246094,149.77000427246094,146.25999450683594,147.6300048828125,147.6300048828125,175665800
2024-11-11 00:00:00+00:00,148.67999267578125,148.85000610351562,143.57000732421875,145.25999450683594,145.25999450683594,182325600
2024-11-12 00:00:00+00:00,146.77999877929688,149.64999389648438,146.00999450683594,148.2899932861328,148.2899932861328,198634700
2024-11-13 00:00:00+00:00,149.07000732421875,149.3300018310547,145.89999389648438,146.27000427246094,146.27000427246094,191903300
2024-11-14 00:00:00+00:00,147.63999938964844,149.0,145.5500030517578,146.75999450683594,146.75999450683594,194463300
2024-11-15 00:00:00+00:00,144.8699951171875,145.24000549316406,140.0800018310547,141.97999572753906,141.97999572753906,250132900
2024-11-18 00:00:00+00:00,139.5,141.5500030517578,137.14999389648438,140.14999389648438,140.14999389648438,221866000
2024-11-19 00:00:00+00:00,141.32000732421875,147.1300048828125,140.99000549316406,147.00999450683594,147.00999450683594,227834900
2024-11-20 00:00:00+00:00,147.41000366210938,147.55999755859375,142.72999572753906,145.88999938964844,145.88999938964844,309871700
2024-11-21 00:00:00+00:00,149.35000610351562,152.88999938964844,140.6999969482422,146.6699981689453,146.6699981689453,400946600
2024-11-22 00:00:00+00:00,145.92999267578125,147.16000366210938,141.10000610351562,141.9499969482422,141.9499969482422,236406200
2024-11-25 00:00:00+00:00,141.99000549316406,142.0500030517578,135.82000732421875,136.02000427246094,136.02000427246094,344941900
2024-11-26 00:00:00+00:00,137.6999969482422,139.3000030517578,135.6699981689453,136.9199981689453,136.9199981689453,190287700
2024-11-27 00:00:00+00:00,135.00999450683594,137.22000122070312,131.8000030517578,135.33999633789062,135.33999633789062,226370900
2024-11-29 00:00:00+00:00,136.77999877929688,139.35000610351562,136.0500030517578,138.25,138.25,141863200
2024-12-02 00:00:00+00:00,138.8300018310547,140.4499969482422,137.82000732421875,138.6300048828125,138.6300048828125,171682800
2024-12-03 00:00:00+00:00,138.25999450683594,140.5399932861328,137.9499969482422,140.25999450683594,140.25999450683594,164414000
